time,open,high,low,close
2008-05-29T21:00:00Z,877.85,889.3,870.43,886.52
2008-06-01T21:00:00Z,886.52,897.565,881.32,891.34
2008-06-02T21:00:00Z,891.34,896.88,875.2,880.45
2008-06-03T21:00:00Z,880.45,886.88,876.21,879.16
2008-06-04T21:00:00Z,879.16,880.88,865.14,877.25
2008-06-05T21:00:00Z,877.25,902.4,877.25,902.2
2008-06-08T21:00:00Z,902.2,909.44,891.08,892.92
2008-06-09T21:00:00Z,892.92,895.13,864.36,866.97
2008-06-10T21:00:00Z,866.97,883.19,866.72,880.25
2008-06-11T21:00:00Z,880.25,882.28,857.7,868.2
2008-06-12T21:00:00Z,868.2,874.52,859.6,871.55
2008-06-15T21:00:00Z,871.55,894.83,866.79,882.3
2008-06-16T21:00:00Z,882.3,888.68,874.56,882.79
2008-06-17T21:00:00Z,882.79,895.78,880.64,894.28
2008-06-18T21:00:00Z,894.28,908.54,887.09,898.15
2008-06-19T21:00:00Z,898.15,908.07,896.04,902.07
2008-06-22T21:00:00Z,902.07,907.56,876.62,883.86
2008-06-23T21:00:00Z,883.86,894.13,883.08,889.53
2008-06-24T21:00:00Z,889.53,890.9,873.935,886.43
2008-06-25T21:00:00Z,886.43,918.22,885.2,917.25
2008-06-26T21:00:00Z,917.25,930.9,910.48,927.79
2008-06-29T21:00:00Z,927.79,935.135,918.795,925.44
2008-06-30T21:00:00Z,925.44,946.145,922.35,939.63
2008-07-01T21:00:00Z,939.63,945.89,931.965,945.27
2008-07-02T21:00:00Z,945.27,946.715,928.04,934.33
2008-07-03T21:00:00Z,934.33,936.52,929.31,934.04
2008-07-06T21:00:00Z,934.04,934.04,915.27,925.84
2008-07-07T21:00:00Z,925.84,933.595,912.945,919.42
2008-07-08T21:00:00Z,919.42,929.005,916.31,928.55
2008-07-09T21:00:00Z,928.55,947.81,925.9,947.48
2008-07-10T21:00:00Z,947.48,967.765,941.67,964.1
2008-07-13T21:00:00Z,964.1,975.45,953.835,972.6
2008-07-14T21:00:00Z,972.6,988.58,969.36,977.55
2008-07-15T21:00:00Z,977.55,981.42,958.02,959.98
2008-07-16T21:00:00Z,959.98,978.95,953.17,957.45
2008-07-17T21:00:00Z,957.45,964.675,950.055,954.9
2008-07-20T21:00:00Z,954.9,968.65,954.9,965.65
2008-07-21T21:00:00Z,965.65,976.345,943.7,946.3
2008-07-22T21:00:00Z,946.3,949.25,917.9,920.95
2008-07-23T21:00:00Z,920.95,931.405,916.505,928.05
2008-07-24T21:00:00Z,928.05,935.3,918.805,929.85
