time,open,high,low,close
2019-01-03T22:00:00Z,6228.4,6447.4,6215.8,6422.4
2019-01-06T22:00:00Z,6433.8,6521.9,6390.9,6487.3
2019-01-07T22:00:00Z,6490.8,6572.5,6455.3,6552.2
2019-01-08T22:00:00Z,6536.9,6630.3,6533.9,6601
2019-01-09T22:00:00Z,6581.9,6624.3,6515.7,6620.9
2019-01-10T22:00:00Z,6610.4,6619.3,6560.2,6598.9
2019-01-13T22:00:00Z,6581.5,6588.2,6511.2,6540.5
2019-01-14T22:00:00Z,6532.9,6675.7,6531.4,6668.8
2019-01-15T22:00:00Z,6663.6,6720.1,6651.8,6664.5
2019-01-16T22:00:00Z,6655.6,6746,6600.4,6713.2
2019-01-17T22:00:00Z,6711.7,6814.2,6699.6,6781.4
2019-01-20T22:00:00Z,6773.1,6780.9,6731.1,6751.8
2019-01-21T22:00:00Z,6743.7,6767.2,6602.1,6652.8
2019-01-22T22:00:00Z,6639.7,6712.9,6583.9,6656.3
2019-01-23T22:00:00Z,6653.9,6708.2,6643.9,6699.7
2019-01-24T22:00:00Z,6673.4,6801.5,6667.3,6782.4
2019-01-27T22:00:00Z,6772.9,6781.2,6642.2,6695.9
2019-01-28T22:00:00Z,6688.3,6714.3,6611.1,6632.1
2019-01-29T22:00:00Z,6688.3,6827.5,6651.2,6804.3
2019-01-30T22:00:00Z,6839.8,6935.7,6833.8,6907.5
2019-01-31T22:00:00Z,6897.7,6919.5,6853.9,6870.8
2019-02-03T22:00:00Z,6853.9,6953.2,6851.2,6953.2
2019-02-04T22:00:00Z,6928.6,7027.7,6922,7017
2019-02-05T22:00:00Z,7003,7032.1,6967.7,6994.6
2019-02-06T22:00:00Z,6978.8,6986.3,6850.8,6902.5
2019-02-07T22:00:00Z,6887.2,6908.8,6832.3,6908.8
2019-02-10T22:00:00Z,6922.5,6960.6,6888.1,6904.9
2019-02-11T22:00:00Z,6897.7,7019.6,6895.9,7009.6
2019-02-12T22:00:00Z,7007.3,7060.8,7003.6,7010.8
2019-02-13T22:00:00Z,7007.2,7046.6,6964.1,7018.1
2019-02-14T22:00:00Z,7007.1,7083.5,6967.3,7049.5
2019-02-17T22:00:00Z,7070.5,7075,7048.8,7072.8
2019-02-18T22:00:00Z,7069.7,7087.3,7029.3,7063.9
2019-02-19T22:00:00Z,7054.1,7094.9,7022.4,7059.2
2019-02-20T22:00:00Z,7060.3,7103.5,6996.3,7030.7
2019-02-21T22:00:00Z,7018.7,7091.5,7010.6,7086.9
2019-02-24T22:00:00Z,7109.2,7161.2,7094.6,7111.8
2019-02-25T22:00:00Z,7112.8,7144.5,7066.5,7120.4
2019-02-26T22:00:00Z,7097.1,7124.9,7042.3,7116.4
2019-02-27T22:00:00Z,7112,7122.2,7065,7096
2019-02-28T22:00:00Z,7096.2,7156.4,7090.4,7147.4
2019-03-03T22:00:00Z,7168.6,7204.7,7068.1,7148.1
2019-03-04T22:00:00Z,7135.3,7175.4,7118.1,7152.7
2019-03-05T22:00:00Z,7144.9,7164.3,7100.8,7109.8
2019-03-06T22:00:00Z,7099.2,7116.7,6997.1,7022.2
2019-03-07T22:00:00Z,7017.4,7026.4,6933.6,7011.6
2019-03-10T22:00:00Z,7016.4,7172.8,6994.7,7168.8
2019-03-11T22:00:00Z,7187.4,7218.5,7157.5,7208.3
2019-03-12T22:00:00Z,7205.5,7293,7180.6,7269.9
2019-03-13T22:00:00Z,7268.1,7287,7233.4,7238.7
2019-03-14T22:00:00Z,7239.7,7329.1,7237.9,7310.9
2019-03-17T22:00:00Z,7305.7,7348.9,7291.4,7333.5
2019-03-18T22:00:00Z,7331.2,7391,7320.7,7348
2019-03-19T22:00:00Z,7344.3,7425.9,7318.6,7368.1
2019-03-20T22:00:00Z,7370.9,7509,7337.1,7498.7
2019-03-21T22:00:00Z,7493.8,7513.2,7321.9,7337.7
2019-03-24T22:00:00Z,7342.6,7360.4,7261,7333.3
2019-03-25T22:00:00Z,7328.3,7418.5,7312.8,7353.6
2019-03-26T22:00:00Z,7352.1,7376,7248.9,7296.4
2019-03-27T22:00:00Z,7293,7344.3,7261.5,7326.6
2019-03-28T22:00:00Z,7321.7,7382.5,7321.7,7382.5
2019-03-31T22:00:00Z,7402.5,7479.7,7402.2,7471.3
2019-04-01T22:00:00Z,7465.3,7505.7,7456.9,7489.2
2019-04-02T22:00:00Z,7489.5,7589.7,7486.7,7555.2
2019-04-03T22:00:00Z,7553.9,7570.4,7495.1,7536.2
2019-04-04T22:00:00Z,7532.4,7581.4,7529.2,7576.8
2019-04-07T22:00:00Z,7579.1,7602.5,7536.1,7600
2019-04-08T22:00:00Z,7597.9,7606,7554.1,7562.9
2019-04-09T22:00:00Z,7564.4,7619.3,7549.5,7618.3
2019-04-10T22:00:00Z,7617.4,7634.6,7577.5,7593.8
2019-04-11T22:00:00Z,7590.3,7641.6,7586,7627.2
2019-04-14T22:00:00Z,7630.1,7637.3,7577.2,7626.4
2019-04-15T22:00:00Z,7626.4,7671.2,7624.1,7655
2019-04-16T22:00:00Z,7653.2,7711.8,7644.9,7664.8
2019-04-17T22:00:00Z,7666.5,7702.2,7639.6,7693
2019-04-21T22:00:00Z,7693.3,7727.6,7649.8,7718.1
2019-04-22T22:00:00Z,7714.6,7823.4,7704.9,7811
2019-04-23T22:00:00Z,7810.3,7831.7,7783.8,7817.6
2019-04-24T22:00:00Z,7836.6,7860.6,7773.5,7776.5
2019-04-25T22:00:00Z,7777.2,7826,7737.9,7821.7
2019-04-28T22:00:00Z,7819.6,7851.7,7788.2,7788.9
2019-04-29T22:00:00Z,7786,7841.5,7724.8,7836.8
2019-04-30T22:00:00Z,7831.2,7852.2,7722.8,7722.9
2019-05-01T22:00:00Z,7722.8,7789.5,7667.2,7723
2019-05-02T22:00:00Z,7717.9,7848.7,7717.1,7848
2019-05-05T22:00:00Z,7754.7,7804.2,7651.6,7729.6
2019-05-06T22:00:00Z,7729.8,7791,7568.1,7654.4
2019-05-07T22:00:00Z,7650,7684.6,7588.8,7625.9
2019-05-08T22:00:00Z,7622.8,7628.3,7467.9,7578.7
2019-05-09T22:00:00Z,7571.7,7635.7,7420.5,7592.1
2019-05-12T22:00:00Z,7503.7,7533.3,7290.5,7297.3
2019-05-13T22:00:00Z,7292.3,7447.9,7275.3,7410
2019-05-14T22:00:00Z,7409.5,7524.2,7339.6,7509.4
2019-05-15T22:00:00Z,7505.1,7626.4,7459.2,7584.6
2019-05-16T22:00:00Z,7580.4,7605.8,7488.5,7492.2
2019-05-19T22:00:00Z,7496.7,7542.2,7348.7,7389
2019-05-20T22:00:00Z,7391,7471.6,7387.2,7447.2
2019-05-21T22:00:00Z,7445.8,7458.7,7378.2,7413.7
2019-05-22T22:00:00Z,7412.7,7422.1,7256.7,7304
2019-05-23T22:00:00Z,7301.9,7367.9,7289.4,7304.4
2019-05-26T22:00:00Z,7301.9,7328.6,7282.4,7308.9
2019-05-27T22:00:00Z,7299.1,7362.5,7273.2,7283.6
2019-05-28T22:00:00Z,7277.6,7287,7174.2,7206.7
2019-05-29T22:00:00Z,7199.9,7263,7198.4,7246.5
2019-05-30T22:00:00Z,7239.6,7248.5,7122,7127.5
2019-06-02T22:00:00Z,7095.3,7126.2,6935.7,7005.3
2019-06-03T22:00:00Z,6999.5,7181.3,6976.7,7181.1
2019-06-04T22:00:00Z,7181.3,7240,7145.2,7226.2
2019-06-05T22:00:00Z,7196,7292.9,7175.2,7257.7
2019-06-06T22:00:00Z,7253.6,7446.7,7251.1,7412.4
2019-06-09T22:00:00Z,7470,7573.9,7427.2,7514.3
2019-06-10T22:00:00Z,7511.9,7596.7,7489.2,7514.2
2019-06-11T22:00:00Z,7511.8,7527.1,7457.6,7472.6
2019-06-12T22:00:00Z,7467.3,7531.5,7417.5,7507.1
2019-06-13T22:00:00Z,7499.4,7516.8,7448.1,7473.8
2019-06-16T22:00:00Z,7476.5,7548.9,7475.8,7540.1
2019-06-17T22:00:00Z,7536.3,7693.6,7513.6,7644.9
2019-06-18T22:00:00Z,7641.5,7684.1,7603.5,7669.7
2019-06-19T22:00:00Z,7661.4,7793.3,7661.4,7736.3
2019-06-20T22:00:00Z,7730.1,7774.8,7698,7722.3
2019-06-23T22:00:00Z,7706.5,7767.2,7702.2,7729.1
2019-06-24T22:00:00Z,7724.3,7753.3,7585.2,7608.3
2019-06-25T22:00:00Z,7604.4,7693.6,7591.3,7617.8
2019-06-26T22:00:00Z,7612.8,7690.3,7612.8,7661
2019-06-27T22:00:00Z,7655.1,7701,7639.7,7700.3
2019-06-30T22:00:00Z,7770.6,7825.9,7735.5,7768.5
2019-07-01T22:00:00Z,7764.9,7817.7,7738.8,7815
2019-07-02T22:00:00Z,7809,7866.8,7798.9,7860.6
2019-07-03T22:00:00Z,7867.3,7881,7854.9,7875.5
2019-07-04T22:00:00Z,7872.1,7883.2,7772.3,7825.4
2019-07-07T22:00:00Z,7825.6,7839.8,7753.3,7775.4
2019-07-08T22:00:00Z,7771.8,7834.5,7719.1,7820.7
2019-07-09T22:00:00Z,7820,7925.9,7787.8,7901.8
2019-07-10T22:00:00Z,7896.3,7940.4,7872.2,7896
2019-07-11T22:00:00Z,7890,7946.6,7888,7939
2019-07-14T22:00:00Z,7934.4,7972.4,7921.8,7964.9
2019-07-15T22:00:00Z,7960.4,7982.4,7905.4,7919.1
2019-07-16T22:00:00Z,7917.6,7948.2,7850.1,7851.8
2019-07-17T22:00:00Z,7847.7,7936.9,7815.7,7930.8
2019-07-18T22:00:00Z,7936.1,7963.7,7824.7,7825
2019-07-21T22:00:00Z,7812,7921.7,7811.8,7911.9
2019-07-22T22:00:00Z,7917.3,7971,7893.7,7926.9
2019-07-23T22:00:00Z,7927.2,8036.9,7911.4,7987.9
2019-07-24T22:00:00Z,7987.2,8020.6,7903.9,7967.9
2019-07-25T22:00:00Z,7977.1,8027.4,7974.7,8006.2
2019-07-28T22:00:00Z,8002.1,8019.9,7940.3,7993.2
2019-07-29T22:00:00Z,7989.2,8008.3,7916.7,7976.5
2019-07-30T22:00:00Z,7979,7989.9,7771.1,7828.2
2019-07-31T22:00:00Z,7816.1,8003.8,7766.7,7780.7
2019-08-01T22:00:00Z,7782.4,7796.1,7640.6,7693.8
2019-08-04T22:00:00Z,7682.4,7698,7352.1,7359.9
2019-08-05T22:00:00Z,7330.7,7541.2,7217,7509.8
2019-08-06T22:00:00Z,7503,7569.4,7380.4,7543.5
2019-08-07T22:00:00Z,7537.5,7730.3,7518.7,7720.9
2019-08-08T22:00:00Z,7680.6,7713.2,7587,7648.8
2019-08-11T22:00:00Z,7646.8,7701.2,7526.7,7563.5
2019-08-12T22:00:00Z,7558.2,7781.3,7506.4,7744
2019-08-13T22:00:00Z,7743.7,7755.5,7465.7,7466.7
2019-08-14T22:00:00Z,7455.3,7560.3,7378.1,7498.1
2019-08-15T22:00:00Z,7493,7622.2,7492.5,7601.8
2019-08-18T22:00:00Z,7605.7,7740.5,7605.7,7711.5
2019-08-19T22:00:00Z,7703.9,7742.1,7645.8,7649.1
2019-08-20T22:00:00Z,7641.1,7756.2,7639.4,7748.2
2019-08-21T22:00:00Z,7743,7772.4,7645,7698
2019-08-22T22:00:00Z,7693.3,7753.2,7439.2,7497.5
2019-08-25T22:00:00Z,7395.5,7617.3,7347.9,7582.3
2019-08-26T22:00:00Z,7579.9,7641.3,7530.4,7558.2
2019-08-27T22:00:00Z,7552.7,7599.1,7497.7,7576.2
2019-08-28T22:00:00Z,7571,7723.2,7541.8,7700.1
2019-08-29T22:00:00Z,7692.8,7763.5,7639.6,7669
2019-09-01T22:00:00Z,7597.8,7689.7,7576.7,7607.2
2019-09-02T22:00:00Z,7602.6,7671.6,7582.7,7612.5
2019-09-03T22:00:00Z,7604.7,7725.5,7601.6,7718.6
