time,open,high,low,close
2013-08-04T22:00:00Z,7114062.782638857,7426993.604091229,7101311.417670684,7426993.604091229
2013-08-05T22:00:00Z,7416453.608565324,8864441.797882676,7416453.608565324,8785392.367093202
2013-08-06T22:00:00Z,8781966.060643729,9431472.376919493,8781966.060643729,9363217.499119714
2013-08-07T22:00:00Z,9363581.41600335,9910767.611418342,9363581.41600335,9910767.611418342
2013-08-08T22:00:00Z,9916888.914539527,9916888.914539527,9734342.754172489,9886911.555110238
2013-08-11T22:00:00Z,9564271.15818182,9678158.666060435,9560944.706790077,9611123.122275973
2013-08-12T22:00:00Z,9623729.054795355,10147077.687779985,9623729.054795355,9965765.726182569
2013-08-13T22:00:00Z,9970447.041719005,11273484.33542492,9970447.041719005,11273484.33542492
2013-08-14T22:00:00Z,11313566.102832904,14156835.45982514,11313566.102832904,14156835.45982514
2013-08-15T22:00:00Z,14149060.965723312,15102586.116842447,14059715.911486158,14139513.573479801
2013-08-18T22:00:00Z,7849088.3525153175,8400738.09931707,7623775.384508025,8400738.09931707
2013-08-19T22:00:00Z,8400122.705712257,8400122.705712257,7192679.8943354385,7227300.970669231
2013-08-20T22:00:00Z,7225982.841730572,7314333.700332125,7031578.457111867,7174649.375533185
2013-08-21T22:00:00Z,7189806.307176614,8543029.727560243,7189806.307176614,8543029.727560243
2013-08-22T22:00:00Z,8545512.985965174,8822858.039257307,8545512.985965174,8740607.675264388
2013-08-25T22:00:00Z,7321313.439070141,7363292.154895094,6966475.331577284,6977383.594394399
2013-08-26T22:00:00Z,6978128.590329311,7074559.925269824,6612367.931625053,7074559.925269824
2013-08-27T22:00:00Z,7070313.940495612,7475072.51373076,7070313.940495612,7250258.605212736
2013-08-28T22:00:00Z,7251178.9158850955,7832642.693109601,7251178.9158850955,7832642.693109601
2013-08-29T22:00:00Z,7829304.800701585,7963130.422952427,7243884.766858541,7559972.968938777
2013-09-01T22:00:00Z,7719889.416534414,8104117.172664636,7719889.416534414,8104117.172664636
2013-09-02T22:00:00Z,8101147.88514852,8211172.98578104,7970096.7830655,7970096.7830655
2013-09-03T22:00:00Z,7971282.817776944,7971282.817776944,7572877.849753407,7804303.553709821
2013-09-04T22:00:00Z,7802059.890058343,7983901.038778316,7517040.692085823,7680245.665119233
2013-09-05T22:00:00Z,7681088.752571952,7755318.551117933,7293902.27653411,7529836.829664477
2013-09-08T22:00:00Z,7231567.07760465,7288717.420885288,6841607.578113539,7171082.937487208
2013-09-09T22:00:00Z,7173203.733254747,7538437.621591938,7099032.5328455195,7538437.621591938
2013-09-10T22:00:00Z,7540649.685597099,7625291.814466269,6938751.100380509,6966858.061353166
2013-09-11T22:00:00Z,6965786.786407802,7049787.397822618,6684635.824172769,6684635.824172769
2013-09-12T22:00:00Z,6684838.255474084,6684838.255474084,6367739.81775833,6537409.929967873
2013-09-15T22:00:00Z,6644702.945395037,6694560.8289340995,5955036.1567661865,5955036.1567661865
2013-09-16T22:00:00Z,5950948.966541914,5950948.966541914,4370532.949293864,4370532.949293864
2013-09-17T22:00:00Z,4373537.096125778,4373537.096125778,4051193.1434772746,4062460.7556869667
2013-09-18T22:00:00Z,4059925.7252994655,4059925.7252994655,3967781.999721032,3982527.1538874805
2013-09-19T22:00:00Z,3984569.026741594,4210999.990454228,3957969.3937462764,4210999.990454228
2013-09-22T22:00:00Z,4107153.965592352,4233760.08410977,4002472.3843939235,4233760.08410977
2013-09-23T22:00:00Z,4234240.792619813,4234240.792619813,4066835.359667165,4066835.359667165
2013-09-24T22:00:00Z,4067142.7546301023,4084157.0428277813,4023880.3134744866,4084157.0428277813
2013-09-25T22:00:00Z,4084310.2715005074,4084310.2715005074,3560652.114894813,3627658.81401918
2013-09-26T22:00:00Z,3626754.0242008544,3626754.0242008544,2946415.5412402684,2947548.953108582
2013-09-29T22:00:00Z,3321016.9720818684,4027008.933105725,3321016.9720818684,3911964.991237064
2013-09-30T22:00:00Z,3913173.488623577,3918724.367451177,3461191.773676667,3918724.367451177
2013-10-01T22:00:00Z,3919881.6359645883,5406200.186832217,3919881.6359645883,5384883.750421137
2013-10-02T22:00:00Z,5387135.383874386,5407748.596549802,4664029.664591413,4664029.664591413
2013-10-03T22:00:00Z,4663498.453923463,4682925.6804519575,4243246.397761395,4243246.397761395
2013-10-06T22:00:00Z,4290328.1145213265,4575720.610344052,4290328.1145213265,4575720.610344052
2013-10-07T22:00:00Z,4576066.561322039,4593846.567677383,4385919.591999926,4473647.474322445
2013-10-08T22:00:00Z,4471612.765040612,4471612.765040612,4342166.776856115,4342166.776856115
2013-10-09T22:00:00Z,4345162.361684197,4345162.361684197,4171983.0060341274,4178979.029031412
2013-10-10T22:00:00Z,4175144.805211914,4545909.501206936,4175144.805211914,4545909.501206936
2013-10-13T22:00:00Z,4846519.472861868,4846519.472861868,4739495.2061277935,4813178.198364981
2013-10-14T22:00:00Z,4814992.751651307,5117930.029365237,4814992.751651307,5117930.029365237
2013-10-15T22:00:00Z,5116731.684772995,5615061.322370129,5103179.947310046,5615061.322370129
2013-10-16T22:00:00Z,5615061.322370129,5615061.322370129,5059892.964993329,5075330.859406732
2013-10-17T22:00:00Z,5070909.504593977,5488901.858626259,5068233.576663093,5326701.568864293
2013-10-20T22:00:00Z,6319892.328930506,6368429.535064498,6190067.791331731,6367325.487321862
2013-10-21T22:00:00Z,6365873.472844118,6365873.472844118,6229599.69652054,6295225.769443116
2013-10-22T22:00:00Z,6298045.684678224,6298045.684678224,5462481.603032831,5462481.603032831
2013-10-23T22:00:00Z,5462276.616482131,6203617.691098247,4957948.253884414,5027978.873626575
2013-10-24T22:00:00Z,5028539.260616985,6551774.001442969,5007297.2025103,6322444.675165745
2013-10-27T22:00:00Z,6369082.826471709,7316823.162334266,6369082.826471709,7316823.162334266
