time,open,high,low,close
2017-11-23T16:00:00Z,0.2169,0.3,0.2169,0.2382
2017-11-24T16:00:00Z,0.241,0.2549,0.2401,0.2519
2017-11-25T16:00:00Z,0.2518,0.2551,0.2426,0.2457
2017-11-26T16:00:00Z,0.2457,0.2498,0.2415,0.2477
2017-11-27T16:00:00Z,0.2478,0.274,0.2451,0.2653
2017-11-28T16:00:00Z,0.2654,0.2819,0.253,0.2627
2017-11-29T16:00:00Z,0.2624,0.2643,0.217,0.2239
2017-11-30T16:00:00Z,0.223,0.2494,0.2219,0.2438
2017-12-01T16:00:00Z,0.244,0.2544,0.24,0.2409
2017-12-02T16:00:00Z,0.2409,0.2563,0.2392,0.2523
2017-12-03T16:00:00Z,0.2525,0.2567,0.2366,0.2429
2017-12-04T16:00:00Z,0.2417,0.25,0.2365,0.2394
2017-12-05T16:00:00Z,0.2394,0.2403,0.2241,0.2299
2017-12-06T16:00:00Z,0.2299,0.2344,0.2047,0.2074
2017-12-07T16:00:00Z,0.2072,0.26,0.202,0.2294
2017-12-08T16:00:00Z,0.2293,0.248,0.2288,0.2396
2017-12-09T16:00:00Z,0.2395,0.243,0.221,0.2305
2017-12-10T16:00:00Z,0.2307,0.2444,0.226,0.2419
2017-12-11T16:00:00Z,0.2419,0.2733,0.235,0.2731
2017-12-12T16:00:00Z,0.2734,0.48,0.2666,0.437
2017-12-13T16:00:00Z,0.4363,0.7288,0.4012,0.655
2017-12-14T16:00:00Z,0.655,0.8798,0.5926,0.787
2017-12-15T16:00:00Z,0.787,0.8115,0.715,0.7357
2017-12-16T16:00:00Z,0.7358,0.7719,0.7005,0.7218
2017-12-17T16:00:00Z,0.7218,0.76,0.6433,0.7137
2017-12-18T16:00:00Z,0.7158,0.8308,0.7058,0.7512
2017-12-19T16:00:00Z,0.7512,0.7699,0.658,0.709
2017-12-20T16:00:00Z,0.7086,1.118,0.675,0.9251
2017-12-21T16:00:00Z,0.9259,1.2855,0.678,0.94
2017-12-22T16:00:00Z,0.9355,1.1148,0.85,0.9988
2017-12-23T16:00:00Z,0.9988,1.131,0.8,0.901
2017-12-24T16:00:00Z,0.9048,0.9995,0.8924,0.962
2017-12-25T16:00:00Z,0.9634,1.0239,0.945,0.9884
2017-12-26T16:00:00Z,0.9885,1.186,0.9723,1.142
2017-12-27T16:00:00Z,1.1429,1.275,1.0264,1.2402
2017-12-28T16:00:00Z,1.2402,1.7,1.2322,1.5923
2017-12-29T16:00:00Z,1.59,2.695,1.5753,2.15
2017-12-30T16:00:00Z,2.15,2.1694,1.58,1.9151
2017-12-31T16:00:00Z,1.9151,2.01,1.78,1.8968
2018-01-01T16:00:00Z,1.8943,2.1899,1.8586,2.0998
2018-01-02T16:00:00Z,2.0881,2.6498,2.02,2.5788
2018-01-03T16:00:00Z,2.58,3.2977,2.5107,3.01
2018-01-04T16:00:00Z,3.015,3.22,2.531,2.6668
2018-01-05T16:00:00Z,2.68,2.85,2.2462,2.728
2018-01-06T16:00:00Z,2.728,2.8,2.6,2.78
2018-01-07T16:00:00Z,2.7798,2.7948,1.829,2.3506
2018-01-08T16:00:00Z,2.35,2.5123,2.06,2.2897
2018-01-09T16:00:00Z,2.288,2.335,1.6315,1.9599
2018-01-10T16:00:00Z,1.9599,2.269,1.5677,2.1867
2018-01-11T16:00:00Z,2.1867,2.1887,1.81,1.9654
2018-01-12T16:00:00Z,1.9654,2.11,1.92,2.0034
2018-01-13T16:00:00Z,2.0046,2.0202,1.7298,1.7714
2018-01-14T16:00:00Z,1.7715,1.8898,1.7152,1.8042
2018-01-15T16:00:00Z,1.806,1.8073,1.16,1.379
2018-01-16T16:00:00Z,1.379,1.379,0.8,0.8965
2018-01-17T16:00:00Z,0.8965,1.6998,0.896,1.6939
2018-01-18T16:00:00Z,1.6939,1.73,1.45,1.5808
2018-01-19T16:00:00Z,1.5808,1.6287,1.48,1.5741
2018-01-20T16:00:00Z,1.5741,1.621,1.3235,1.3719
2018-01-21T16:00:00Z,1.3706,1.4298,1.15,1.1735
2018-01-22T16:00:00Z,1.1733,1.37,1.1505,1.34
2018-01-23T16:00:00Z,1.3399,1.44,1.265,1.3221
2018-01-24T16:00:00Z,1.3213,1.38,1.2951,1.2972
2018-01-25T16:00:00Z,1.2961,1.3358,1.13,1.239
2018-01-26T16:00:00Z,1.2394,1.2646,1.174,1.2338
2018-01-27T16:00:00Z,1.2334,1.3,1.2019,1.26
2018-01-28T16:00:00Z,1.2591,1.4088,1.254,1.3035
2018-01-29T16:00:00Z,1.3035,1.3079,1.152,1.1676
2018-01-30T16:00:00Z,1.1674,1.2087,1.0233,1.1042
2018-01-31T16:00:00Z,1.1044,1.144,0.96,0.9977
2018-02-01T16:00:00Z,0.9977,1.008,0.69,0.9379
2018-02-02T16:00:00Z,0.9379,1.0158,0.78,0.942
2018-02-03T16:00:00Z,0.942,0.9898,0.824,0.8382
2018-02-04T16:00:00Z,0.836,0.86,0.7007,0.7223
2018-02-05T16:00:00Z,0.7246,0.75,0.5813,0.7163
2018-02-06T16:00:00Z,0.7213,0.809,0.672,0.7781
2018-02-07T16:00:00Z,0.778,0.7956,0.7125,0.749
2018-02-08T16:00:00Z,0.7489,0.9201,0.735,0.8801
2018-02-09T16:00:00Z,0.882,1.2328,0.8772,1.01
2018-02-10T16:00:00Z,1.01,1.06,0.895,1.013
2018-02-11T16:00:00Z,1.0105,1.0767,0.9513,1.0317
2018-02-12T16:00:00Z,1.0305,1.061,0.9657,0.98
2018-02-13T16:00:00Z,0.981,1.062,0.972,1.0476
2018-02-14T16:00:00Z,1.0478,1.1575,1.0433,1.1023
2018-02-15T16:00:00Z,1.1023,1.1427,1.0636,1.1034
2018-02-16T16:00:00Z,1.1029,1.2095,1.0849,1.156
2018-02-17T16:00:00Z,1.157,1.1803,1.0351,1.0882
2018-02-18T16:00:00Z,1.0916,1.1356,1.0651,1.1268
2018-02-19T16:00:00Z,1.1267,1.1333,1.0801,1.0903
2018-02-20T16:00:00Z,1.0916,1.0958,0.9586,0.9754
2018-02-21T16:00:00Z,0.9754,1,0.8673,0.8979
2018-02-22T16:00:00Z,0.8961,0.9847,0.85,0.9504
2018-02-23T16:00:00Z,0.9523,0.9699,0.8851,0.903
2018-02-24T16:00:00Z,0.903,0.9238,0.87,0.8874
2018-02-25T16:00:00Z,0.8885,0.9468,0.8752,0.9373
